Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-blf-0031040740,Supporting young people with EAL needs (English as an Additional Langu,The project will use the funding to provide creative extra curriculum art based activities for young people who speak English as an additional language. This will provide beneficiaries with a creative activity to build confidence.  ,GBP,,9620,,2016-10-12T00:00:00+00:00,,2016-11-03T00:00:00+00:00,2017-11-03T00:00:00+00:00,12,,,,GB-CHC-1051578,BCAT,1051578,5347772,,,E05001207,Sparkbrook,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040729,Help: A Fourth Wall Project,This project will deliver a programme of performing arts activities for young people that will focus upon raising awareness of issues surrounding mental health and homelessness. This will improve levels of empathy and awareness of social issues that impact upon the community.,GBP,,10000,,2016-10-12T00:00:00+00:00,,2017-01-11T00:00:00+00:00,2018-01-11T00:00:00+00:00,12,,,,360G-blf-org-Fourth Wall Kings Heath (14-19) Company-Charity : Charitable Unincorporated Association-01072014-E08000025,Fourth Wall Kings Heath (14-19) Company,,,,,E05001196,Moseley and Kings Heath,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040741,Empowering Women through Peer Mentoring.,"The project will use the funding to train women as peer mentors, who will then assist black minority ethnic (BME) women with gaining skills and self-confidence. This will enable beneficiaries to overcome barriers of employment, leading to better long term life chances.  ",GBP,,9000,,2016-10-12T00:00:00+00:00,,2016-11-11T00:00:00+00:00,2017-11-11T00:00:00+00:00,12,,,,GB-CHC-1112752,Norton Hall Children and Family Centre,1112752,5052641,,,E05001216,Washwood Heath,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040706,Make it Happen - for yourself and the community,"The project will use the funding to deliver a programme of training that will support the needs of people who are not in education, employment or training (NEET) or who have disabilities. This will equip the beneficiaries with a range of transferrable skills that will support pathways into employment.  ",GBP,,10000,,2016-10-12T00:00:00+00:00,,2016-11-09T00:00:00+00:00,2017-11-09T00:00:00+00:00,12,,,,GB-COH-06988328,GAM,,6988328,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-ptc-gr12,Sikh Community and Youth Service (SCYS),Grant to Sikh Community and Youth Service (SCYS),GBP,8000,8000,8000,2016-10-10T00:00:00+00:00,,2016-10-10T00:00:00+00:00,2016-10-10T00:00:00+00:00,,,,,GB-COH-10260064,Sikh Community and Youth Service (SCYS),518946,10260064,B21 0LG,,,,,,,,,,GB-CHC-1159982,Power to Change Trust,,,Community Business Fund (CBF),https://www.powertochange.org.uk/get-support/programmes/community-business-fund/,,GB,E01009354,LSOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.powertochange.org.uk/wp-content/uploads/2017/07/Copy-of-360-Giving-Data-PTC-up-to-15th-May-2019-Final-003-1.xlsx,Power to Change,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T10:15:40+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031040654,Triple A,"Sutton Coldfield YMCA aims to deliver outreach activities and interventions to young people aged 10-19 years old living in North Birmingham through this project. Activities will help build youth aspirations and ambitions, giving them skills and confidence to achieve goals. Those involved will play a role in staff recruitment, the shaping of activities and project content. They will also be actively encouraged to become volunteers and peer mentors, participate in leadership roles and engage in events.",GBP,,198928,,2016-10-07T00:00:00+00:00,,2017-02-01T00:00:00+00:00,2020-02-01T00:00:00+00:00,36,,,,GB-CHC-1008752,Sutton Coldfield Y.M.C.A.,1008752,2685808,,,E05001192,Kingstanding,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC5,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Kingstanding Ward,E05001192,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2016006635LOTT,Major Events - IAAF / IPC World Championships,"Funding under Sport England's Major Events Engagement Fund funding programme for a Revenue project titled 'Major Events - IAAF / IPC World Championships'. This project is a Athletics project, with a focus on beneficiaries with a disability.",GBP,,146350,85000,2016-10-06T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2017-10-31T00:00:00+00:00,13,,,,GB-COH-05583713,England Athletics,,5583713,B42 2BE,,,,,,,,,,GB-COH-RC000766,Sport England,,MAJ,Major Events Engagement Fund,http://www.sportengland.org/funding,E20 2ST,GB,,,West Ham,,E14001032,WPC,Newham,,E09000025,LAD,,,E01033579,LSOA,,,,,,,,,,,,,,,,,Yes,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040590,Women In Progression,"This project will use funding to deliver a local community engagement programme for women, aimed at helping them to raise skills, confidence and improve awareness between community members. This will bring people together to improve community cohesion.  ",GBP,,9820,,2016-10-05T00:00:00+00:00,,2016-10-24T00:00:00+00:00,2017-10-24T00:00:00+00:00,12,,,,GB-CHC-1129747,The Unity Hubb,1129747,6673803,,,E05001190,Hodge Hill,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Hodge Hill Ward,E05001190,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040618,Aim Higher Together,"The school will use the funding to install play equipment in the school grounds. This will enable beneficiaries to take part in active outdoor play, leading to improved physical health and wellbeing.  ",GBP,,9308,,2016-10-05T00:00:00+00:00,,2016-11-01T00:00:00+00:00,2017-11-01T00:00:00+00:00,12,,,,360G-blf-org-St Vincent's Catholic Primary School-School : Voluntary Aided School-01011930-E08000025,St Vincent's Catholic Primary School,,,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040577,Liberty,The project will deliver a programme of creative workshops to help improve the mental wellbeing of women who are survivors of abuse.,GBP,,9880,,2016-10-05T00:00:00+00:00,,2016-10-14T00:00:00+00:00,2017-10-14T00:00:00+00:00,12,,,,GB-CHC-1120972,Academy for Life,1120972,,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040606,Dementia Diversity Xchange Network (DDXN),This project is the creation of a dementia training package and stage a community conference. This will enable the organisation to develop a network of volunteer supporters and educate families and carers about the issues related to dementia.,GBP,,9864,,2016-10-05T00:00:00+00:00,,2016-12-13T00:00:00+00:00,2017-12-13T00:00:00+00:00,12,,,,GB-COH-09646618,Amba Care Solutions,,9646618,,,E05001207,Sparkbrook,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040604,Hay Green Community Hall Refurbishment Project,"This project will use funding to refurbish their community hall, as the floor and other features are no longer safe or fit for purpose. This will enable beneficiaries to make increased used of the hall.",GBP,,7700,,2016-10-05T00:00:00+00:00,,2016-10-28T00:00:00+00:00,2017-10-28T00:00:00+00:00,12,,,,GB-CHC-1129902,Hay Green Methodist Church Community Hall,1129902,,,,E05001183,Bournville,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Bournville Ward,E05001183,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040600,St Gabriel's Centre Men's Shed,"This project will use funding to purchase a shed, tools and materials so they can run a club for isolated older men. The club will help the men to make new friends and gain new skills, while also helping them to improve their physical and mental wellbeing.  ",GBP,,6261,,2016-10-05T00:00:00+00:00,,2016-10-27T00:00:00+00:00,2017-10-27T00:00:00+00:00,12,,,,GB-CHC-1145626,St Gabriel's Centre Weoley Castle,1145626,7717026,,,E05001217,Weoley,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Weoley Ward,E05001217,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-ptc-gr16,Highgate Family Support Centre,Grant to Highgate Family Support Centre,GBP,15000,15000,15000,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2016-10-31T00:00:00+00:00,,,,,GB-COH-04843771,Highgate Family Support Centre,1102760,4843771,B12 0YL,,,,,,,,,,GB-CHC-1159982,Power to Change Trust,,,Community Business Fund (CBF),https://www.powertochange.org.uk/get-support/programmes/community-business-fund/,,GB,E01009362,LSOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://www.powertochange.org.uk/wp-content/uploads/2017/07/Copy-of-360-Giving-Data-PTC-up-to-15th-May-2019-Final-003-1.xlsx,Power to Change,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:15:40+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-BirminghamCC-1002484,Inclusion Play Scheme,INCLUSION PLAY SCHEME; Children and young people; ,GBP,,250,,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-05052641,Norton Hall Children & Family Centre,,5052641,B8 1NA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003017,Inclusion Play Scheme - October,INCLUSION PLAY SCHEME - OCTOBER; Children and young people; ,GBP,,1137.5,,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-08528845,Hamstead Hall Academy,,8528845,B20 1HL,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Handsworth Wood Ward,E05001188,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002788,Inclusion Play Scheme,INCLUSION PLAY SCHEME; Children and young people; ,GBP,,750,,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2016-10-01T00:00:00+00:00,,,,,GB-COH-05052641,Norton Hall Children & Family Centre,,5052641,B8 1NA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003014,Inclusion Play Scheme-February,INCLUSION PLAY SCHEME-FEBRUARY; Children and young people; ,GBP,,250,,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-05052641,Norton Hall Children & Family Centre,,5052641,B8 1NA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003305,St Paul's - Inclusion Project Oct,ST PAUL'S - INCLUSION PROJECT OCT; Children and young people; ,GBP,,218.75,,2016-10-01T00:00:00+00:00,,2016-10-01T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,GB-COH-01429707 ,St Pauls Community Development Trust,,01429707 ,B12 8NJ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003252,Four Oaks Neighbourhood Forum,FOUR OAKS NEIGHBOURHOOD FORUM; Neighbourhoods and communities; Neighbourhood Forums,GBP,,500,,2016-09-30T00:00:00+00:00,,2016-09-30T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-four_oaks_neighbourhood_forum,Four Oaks Neighbourhood Forum,,,B75 5AB,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Neighbourhood Forums,,,,,WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Four Oaks Ward,E05001211,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003246,Forum Activities,FORUM ACTIVITIES; Neighbourhoods and communities; Neighbourhood Forums,GBP,,300,,2016-09-30T00:00:00+00:00,,2016-09-30T00:00:00+00:00,2017-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-stechford_village_nhood_forum,Stechford Village N/Hood Forum,,,B33 8SL,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Neighbourhood Forums,,,,,WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Stechford and Yardley North Ward,E05001209,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040291,Fox Hollies Forum new ideas and volunteering opportunities,"The project will benefit existing members, volunteer helpers and group leaders and will celebrate the success of the community in running the community centre for the first year by holding an open day and community information fair. This will include displays and demonstrations by existing groups as well as workshops and the use of questionnaires to identify new activities and the volunteers to deliver them. There will also be a celebration event to acknowledge the work of the organisations volunteers.  ",GBP,,1025,,2016-09-29T00:00:00+00:00,,2016-10-10T00:00:00+00:00,2017-10-10T00:00:00+00:00,12,,,,GB-CHC-701230,Fox Hollies Community Association,701230,,,,E05001178,Acocks Green,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Acocks Green Ward,E05001178,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2016006163LOTT,Box On - boxing for the community,Funding under Sport England's NGB Funding 2013-17 funding programme for a Mixed project titled 'Box On - boxing for the community'. This project lists its main activity as Boxing.,GBP,,10000,10000,2016-09-29T00:00:00+00:00,,2016-09-01T00:00:00+00:00,2016-12-01T00:00:00+00:00,3,,,,360G-SE-2016006163,D&A Amateur Boxing Club,,,B30 2DA,,,,,,,,,,GB-COH-RC000766,Sport England,,NGB1317,NGB Funding 2013-17,http://www.sportengland.org/funding,B30 2DA,GB,,,"Birmingham, Selly Oak",,E14000567,WPC,Birmingham,,E08000025,LAD,,,E01008952,LSOA,,,,,,,,,,,,,,,,,No,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Bournville Ward,E05001183,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031040298,Sports Key - Community Culture,"The project aims to improve the life health and cohesion of disadvantaged communities. The project will deliver weekly physical activities including netball, badminton, football and running over a period of 40 weeks to support community integration and cohesion, providing a platform for different cultures to come together. The activities will lead to a celebratory event to showcase achievements and will incorporate food, music, entertainment â€“ local performances through singing and dance.  ",GBP,,10000,,2016-09-29T00:00:00+00:00,,2016-10-10T00:00:00+00:00,2017-10-10T00:00:00+00:00,12,,,,GB-COH-8641846,Sports Key CIC,,8641846,,,E05001200,Perry Barr,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2016006088LOTT,BOX ON - boxing for all,Funding under Sport England's NGB Funding 2013-17 funding programme for a Mixed project titled 'BOX ON - boxing for all'. This project lists its main activity as Boxing.,GBP,,9450,9450,2016-09-27T00:00:00+00:00,,2016-09-01T00:00:00+00:00,2017-09-30T00:00:00+00:00,13,,,,360G-SE-2016006088,Eastside Amateur Boxing Club,,,B9 4PP,,,,,,,,,,GB-COH-RC000766,Sport England,,NGB1317,NGB Funding 2013-17,http://www.sportengland.org/funding,B9 4PP,GB,,,"Birmingham, Ladywood",,E14000564,WPC,Birmingham,,E08000025,LAD,,,E01009199,LSOA,,,,,,,,,,,,,,,,,No,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2016006686LOTT,Satellite Club Expansion,"Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Satellite Club Expansion'. This project is a Gymnastics project, with a focus on younger beneficiaries.",GBP,,10000,10000,2016-09-27T00:00:00+00:00,,2016-09-12T00:00:00+00:00,2017-08-16T00:00:00+00:00,12,,,,GB-COH-09484921,Revolution Gymnastics Club,,9484921,B15 2PQ,,,,,,,,,,GB-COH-RC000766,Sport England,,SG,Small Grants,http://www.sportengland.org/funding,B17 0HR,GB,,,"Birmingham, Edgbaston",,E14000560,WPC,Birmingham,,E08000025,LAD,,,E01008992,LSOA,,,,,,,,,,,,,,,,,Yes,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Edgbaston Ward,E05001185,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-CFTyneWearNland-171001,Towards Supporting refugees and asylum seekers at Martha House,Towards Supporting refugees and asylum seekers at Martha House,GBP,500,500,,2016-09-26T00:00:00+00:00,,,,,,,,360G-CFTyneWearNland-ORG36980,The Congregation of the Passion of Jesus Christ,,,B12 0PB,,,,,,,,,,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,,,,,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,http://www.communityfoundation.org.uk/wordpress/wp-content/uploads/2017/12/2016-2017-FINAL.xlsx,Community Foundation serving Tyne & Wear and Northumberland,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:12:47+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031039957,Drop In @ WKIA,The project will use the funding to provide drop in sessions for young ex-offenders. This will provide effective support which will decrease the chances of young people re-offending and lead to better chances in life.  ,GBP,,9870,,2016-09-21T00:00:00+00:00,,2016-11-02T00:00:00+00:00,2017-11-02T00:00:00+00:00,12,,,,360G-blf-org-WKIA-Other : Non charitable unincorporated organisation-01091999-E08000025,WKIA,,,,,E05001205,Soho,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
